SE,Name,Lines,Stars
S08E16,monica,"All right, I know you’re hurting, and-and I want to be supportive, but don’t say that again.",8.3
S08E16,ross,"Oh my God! What if, what if they get married? Then he’d be the stepfather of my child.",8.3
S08E16,monica,"Honey, I don’t think that’s something we need to worry about! First of all he’s-he’s never gonna tell her how he feels about her. And even if he did you have no idea how she’d react.",8.3
S08E16,ross,"Sure, because women never like Joey. Y’know, I think he’s a virgin.",8.3
S08E16,monica,Joey…he’s not even thinking about going after Rachel!,8.3
S08E16,ross,He’s not?,8.3
S08E16,monica,"No! All he’s thinking about is how you’re taking this! I mean, listen it’s totally freaking him out. He’s talking about moving to Vermont.",8.3
S08E16,ross,Why?,8.3
S08E16,monica,He says he wants to leave the country.  He thinks you hate him.,8.3
S08E16,ross,"Hate him? I… No, I don’t hate him.  It’s just it’s Rachel, y’know?",8.3
S08E16,monica,"Honey I can’t even imagine how hard this must be for you. But, I don’t want you to lose Joey over it. And right now he just needs to know that you’re still his friend.",8.3
S08E16,ross,"Okay. Okay, I’ll talk to him.",8.3
S08E16,monica,"All right. Now do it soon, he just asked me how to convert his dollars into Vermont money.",8.3
S08E16,phoebe,Oh! Hi!,8.3
S08E16,monica,Hi!,8.3
S08E16,phoebe,"Umm, Chandler, Monica, this is Don.",8.3
S08E16,phoebe,Soul mate.,8.3
S08E16,chandler,What?,8.3
S08E16,phoebe,Soul mate.,8.3
S08E16,monica,"So, what have you guys been doing?",8.3
S08E16,monica,"I know! What is this, 1985?!",8.3
S08E16,monica,Not really.,8.3
S08E16,chandler,What’s wrong with sun-dried tomatoes?  No?,8.3
S08E16,monica,"So Don, what-what other restaurants do you like?",8.3
S08E16,monica,"Oh my God! That’s my restaurant, I’m the chef there.",8.3
S08E16,monica,No!,8.3
S08E16,monica,"Oh, I’d like a latte. Oh y’know what? If you’re gonna talk about me, I’m gonna go with you.",8.3
S08E16,chandler,What are you doing?!,8.3
S08E16,phoebe,Nothing! I swear to God I didn’t know you guys would be here! And the good news is you didn’t believe in soul mates. So…,8.3
S08E16,chandler,"I believe in tall, handsome strangers who hit on my wife!",8.3
S08E16,phoebe,"They’re just talking, and y’know what? Just because I think they’re soul mates doesn’t mean anything’s gonna happen.",8.3
S08E16,monica,"Phoebe, good work.",8.3
S08E16,phoebe,Yeah?,8.3
S08E16,monica,"Yeah! Oh he’s great, I love him.",8.3
S08E16,phoebe,"Don’t worry, we’ll find you someone else.",8.3
S08E16,joey,Hey.,8.3
S08E16,ross,Hey.,8.3
S08E16,joey,"Look, I understand if you came by to hit me, I deserve it.",8.3
S08E16,ross,"No, I don’t want to hit you.",8.3
S08E16,joey,Oh what then? Kick me?,8.3
S08E16,ross,No.,8.3
S08E16,joey,Bite me?,8.3
S08E16,ross,"No, no I don’t want to do anything to you. All right? I just want to tell you that I’m not mad at you and…and that I certainly do not hate you. I just, I just came here to say that.",8.3
S08E16,joey,Oh now—Hey Ross-Ross! Do you wanna-wanna come in for a beer or something?,8.3
S08E16,ross,Uh…yeah sure.,8.3
S08E16,joey,"Do uh, do you got any beer? All-all I got is this melon stuff that Rachel left. I don’t…",8.3
S08E16,ross,Okay.,8.3
S08E16,joey,NA,8.3
S08E16,ross,Thank you.,8.3
S08E16,joey,"Anyway, it uh…look it’ll just…take me a while to get over her, that’s all. I’m not even sure how to do that, I mean I’ve never been in love before so…",8.3
S08E16,ross,What?! You’re in love with her.,8.3
S08E16,joey,"Yeah, I thought you knew that.",8.3
S08E16,ross,"Umm, no.",8.3
S08E16,joey,"Wow. Hey look, if it helps, I don’t want to feel this way. Honest. I just keep thinking, \Ah",8.3
S08E16,ross,I think you need to tell her how you feel.,8.3
S08E16,joey,Okay that’s the green stuff talkin’.,8.3
S08E16,ross,"No, I’m serious. You-you need to find out where she is, because if she’s not where you are, then you can start to move past this.",8.3
S08E16,joey,But what if uh—and I’m not saying she will be—But…,8.3
S08E16,ross,If she is where you are then uh…then my feeling weird about it shouldn’t stand in the way.,8.3
S08E16,joey,Are you sure?,8.3
S08E16,ross,"Yeah. Look if-if she’s gonna end up with somebody else, the truth is she couldn’t find a better guy. So…",8.3
S08E16,joey,Hey thanks.,8.3
S08E16,ross,So when do you think you’re gonna talk to her?,8.3
S08E16,joey,Oh my God I have to tell her! I haven’t even thought about what I will say. What should I say?,8.3
S08E16,ross,"I’m understanding, but let’s not get carried away.",8.3
S08E16,joey,"I’m sorry, you’re right. What am I gonna say?  Oh!",8.3
S08E16,ross,"Yeah, tell me about it.",8.3
S08E16,chandler,"Cheese you say? That’s some pretty smelly work, huh Don?",8.3
S08E16,chandler,"Cheese, it’s smelly. You must smell a lot of the time too.",8.3
S08E16,monica,"Me too! Yeah, Chandler can’t stand it. He won’t even allow me to have blue cheese in the house.",8.3
S08E16,monica,"You know what I’d love to do? I would like to go to France and eat nothing but bread and cheese—Not even bread, just cheese. No, I want the bread. Yeah. Ah, and pastries…  And pate. Oh, I’m really not high, it’s just I used to be fat.",8.3
S08E16,chandler,Is it made of cheese?,8.3
S08E16,monica,I’d move in tomorrow!,8.3
S08E16,chandler,Are you listening to this?,8.3
S08E16,phoebe,I’m so sorry.,8.3
S08E16,chandler,What do we do?,8.3
S08E16,phoebe,"I don’t know, they both want to live in a house of cheese! I don’t know how you fight that.",8.3
S08E16,joey,"Okay. Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight.",8.3
S08E16,rachel,Joey? What’s up?,8.3
S08E16,joey,"I uh, I just came by because I-I want to talk to you about something.",8.3
S08E16,rachel,Okay what’s up?,8.3
S08E16,joey,Here? In the hall? What are we animals?,8.3
S08E16,rachel,"Well honey, I’m late for a meeting. So can you just make it quick?",8.3
S08E16,joey,"Okay umm, I just came by to tell you that I…want to have dinner with you tonight. That’s all.",8.3
S08E16,rachel,Sure! That sounds great! Just leave me a message and tell me where to meet you. Okay?,8.3
S08E16,joey,"Okay. That’s good. Okay, that give you a couple hours to prepare what you’re gonna say. Good. Yeah.  Don’t you people ever knock?!",8.3
S08E16,monica,I’d like to have Don and Phoebe over. Wouldn’t that be nice?,8.3
S08E16,chandler,"Sure, why don’t you set it up. I’ll just be over here, browsing through the personals.",8.3
S08E16,monica,Are you okay? You’ve been acting weird all afternoon.,8.3
S08E16,chandler,"Yeah, fine. Fine. Not perfect!! But good enough.",8.3
S08E16,monica,Jeez! What is with you?,8.3
S08E16,chandler,"I’m sorry, did you say cheese?",8.3
S08E16,monica,"All right, what’s going on?",8.3
S08E16,chandler,"Phoebe thinks you and Don are soul mates, and I don’t believe in that kind of stuff. But then you two totally get along. So look, I won’t stand in your way if you want to run off with Don and live in a house of cheese.",8.3
S08E16,monica,"Chandler, you don’t believe in soul mates?",8.3
S08E16,chandler,No. But I’m sure  ‘tomatoes’ does.,8.3
S08E16,monica,I don’t believe in soul mates either.,8.3
S08E16,chandler,You don’t?,8.3
S08E16,monica,No. I don’t think that you and I were destined to end up together. I think that we fell in love and work hard at our relationship. Some days we work really hard.,8.3
S08E16,chandler,So you…you don’t want to live with Don in a cheese house?,8.3
S08E16,monica,"No, I’ve had second thoughts about that. Do you realize how hard that would be to clean?",8.3
S08E16,chandler,I love you.,8.3
S08E16,monica,I know.,8.3
S08E16,chandler,Y’know what? I am going to take you out to dinner tonight. I found this place that makes the greatest mozzarella sticks and jalepino poppers .  No? Really? They taste so good.,8.3
S08E16,rachel,…and I know Chandler is kidding but it happens every time he touches my stomach. I mean I’m really worried the baby’s not going to like him.  Are you okay?,8.3
S08E16,joey,"What? Yeah! Sure! Uh, look at the uh, the reason…—Is it hot in here?",8.3
S08E16,rachel,"No. Not-not for me, but why don’t you take off your sweater?",8.3
S08E16,joey,"I would, but this is a nice place and my T-shirt has a picture of Calvin doing Hobbs.",8.3
S08E16,rachel,Oh my God! Really?! Can I see it?,8.3
S08E16,joey,Yeah. Sure.,8.3
S08E16,rachel,"Huh. Wow, I wouldn’t think Hobbs would like that so much.",8.3
S08E16,joey,Uh… How long have we known each other?,8.3
S08E16,rachel,"Um, seven…e-e-eight, eight years. Wow.",8.3
S08E16,joey,"Uh-huh, long time.",8.3
S08E16,rachel,Yeah.,8.3
S08E16,joey,But over the past few weeks…,8.3
S08E16,joey,"Actually uh, could you give us a second?",8.3
S08E16,rachel,So you were saying?,8.3
S08E16,joey,I’m not quite sure.,8.3
S08E16,rachel,"Okay, well you had asked me how long we had known each other, and I said, \Eight years.\"" And the um",8.3
S08E16,joey,"Yeah, here we are. Uhh… I… I think I’m…falling in love with you.",8.3
S08E16,rachel,What?,8.3
S08E16,joey,I’m falling in love with you.,8.3
S08E16,rachel,"Okay. Umm… I-I…uh, wow. Are you uh… How did umm… When?",8.3
S08E16,joey,Does it really matter?,8.3
S08E16,rachel,"Wow! Wow. Wow. Wow, it is hot in here.",8.3
S08E16,joey,"Okay look Rach, I know this is a lot. You don’t have to say anything. You-you uh, you take as much time as you need.  Okay, you gotta say something!",8.3
S08E16,rachel,"Joey, Joey I love you so much, but I…",8.3
S08E16,joey,But.,8.3
S08E16,rachel,Joey.,8.3
S08E16,joey,"Yeah-yeah right. That’s okay. That’s fine. That’s uh, pretty much what I was expecting. So uh, it’s no big deal. All right? I think I’m gonna go.",8.3
S08E16,rachel,"No! Joey please! Please don’t! Please don’t leave like this! Now come on, you cannot do this to a pregnant woman!",8.3
S08E16,joey,"Don’t start doing that. You can’t do that Rach, ‘cause then you’re gonna make me do that.",8.3
S08E16,rachel,Can I?,8.3
S08E16,joey,Sure!,8.3
S08E16,rachel,Oh Joey honey I don’t…I don’t want to lose…,8.3
S08E16,joey,"Hey-hey-hey, hey! You can’t. Okay? Ever!",8.3
S08E16,rachel,I’m so sorry.,8.3
S08E16,joey,"Oh no-no Rach, please, don’t be sorry. Okay? Don’t be sorry.  Y’know I was only kidding you.",8.3
S08E16,rachel,"Yeah, that was a real good one.",8.3
S08E17,rachel,Joey? Are you in there?,8.1
S08E17,joey,Oh God! That’s Rachel!,8.1
S08E17,monica,"Joey, you have to talk to her!",8.1
S08E17,joey,"No-no, I can’t! I can’t! Not after the other night, it’s just it’s…too weird, okay? Don’t tell her I’m here!",8.1
S08E17,rachel,Hey!,8.1
S08E17,chandler,Hey!,8.1
S08E17,monica,Hey Rachel!,8.1
S08E17,rachel,Is Joey here?,8.1
S08E17,chandler,I don’t see him.  Do you see him?,8.1
S08E17,monica,I don’t see him. Hey! Maybe he’s in the sugar bowl!,8.1
S08E17,rachel,"Well, at least you make each other laugh.",8.1
S08E17,monica,What’s up?,8.1
S08E17,rachel,"Well, I haven’t seen him since that night that he told me how he y’know… I don’t know, I think he’s avoiding me. Why is that bagel on the floor?",8.1
S08E17,monica,We were playing a game.,8.1
S08E17,rachel,"Ew, was Chandler naked? Sort of like a, like a ring toss kind of situation?",8.1
S08E17,monica,Sure.,8.1
S08E17,chandler,What?! No! No!,8.1
S08E17,rachel,"All right. Well listen, if you see Joey will you just tell him uh…tell him I miss him.",8.1
S08E17,monica,"Okay, did you hear that?",8.1
S08E17,joey,"Yeah, a naked bagel game?  Dude, I don’t know. That’s a pretty small hole.",8.1
S08E17,monica,"Honey, you gotta talk to her.",8.1
S08E17,joey,I can’t! Y’know? You guys don’t know what it’s like to put yourself out there like that and just get shot down.,8.1
S08E17,chandler,"I don’t know what that’s like?! Up until I was 25 I thought the only response to, \I love you",8.1
S08E17,monica,"Hello? No rejection? I got shot down at fat camp! Boy, kids are mean when they’re hungry.",8.1
S08E17,joey,"All right so, so what do I do?",8.1
S08E17,monica,"This is Rachel. I mean, what are you gonna do, never going to talk to her again? I mean I know it’s weird, it’s awkward, but you gotta at least try.",8.1
S08E17,joey,Yeah. Okay.  I almost forgot this was on your…,8.1
S08E17,chandler,We didn’t play it!!,8.1
S08E17,phoebe,"Okay, so when you’re done with your tea I’ll look at your leaves and tell you your fortune.",8.1
S08E17,chandler,I didn’t know you read tea leaves.,8.1
S08E17,phoebe,"Oh yeah, I’ve done it for years. I actually stopped because I was so accurate. Y’know, and-and y’know, one of the great joys of life is it’s-it’s wondrous unpredictability. Y’know? And also tea tends to give me the trots.",8.1
S08E17,monica,"Okay, I’m done. Read mine.",8.1
S08E17,phoebe,Okay.  Which can mean either a promotion or a violent death.,8.1
S08E17,monica,I-I’m the head chef. I-I can’t get promoted.,8.1
S08E17,phoebe,"Uh-hmm. Uh-hmm, who’s next?",8.1
S08E17,rachel,"Okay, I’m done. Do mine.",8.1
S08E17,phoebe,"Okay.  Umm, oh! Okay, I see a circle.",8.1
S08E17,rachel,Ah.,8.1
S08E17,phoebe,Oh!  Which can either mean you’re having a baby or you’re gonna make a scientific discovery!,8.1
S08E17,rachel,"Well, I have been spending a lot of time in the lab.",8.1
S08E17,chandler,What does yours say Pheebs?,8.1
S08E17,phoebe,"Umm… Wow, all right.",8.1
S08E17,ross,"Hey! Has anyone seen my shirt? It’s a button down, like a, like a faded salmon?",8.1
S08E17,monica,You mean your pink shirt?,8.1
S08E17,ross,Faded salmon color.,8.1
S08E17,monica,"No, I-I haven’t seen your pink shirt.",8.1
S08E17,ross,Great! Great. Then I must’ve left it at Mona’s. I knew it!,8.1
S08E17,chandler,"Well, I’m sure you get another one at Ann Taylor’s.",8.1
S08E17,ross,That’s my favorite shirt! Okay? I love that shirt!,8.1
S08E17,rachel,Well just ask Mona to give it back!,8.1
S08E17,ross,"I don’t know. I mean I-I guess I could. It’s just that we didn’t really end things such good terms. And if I go over there I’d be ignoring the one thing she asked me to do when we broke up, jump up my own ass and die.",8.1
S08E17,phoebe,NA,8.1
S08E17,chandler,"Phoebe, did you see that?! He totally checked you out! He is so cute!  Mine has a picture of The Village People, what does that mean?",8.1
S08E17,rachel,Hi!,8.1
S08E17,joey,Hey.,8.1
S08E17,rachel,Hi.,8.1
S08E17,joey,Hi.,8.1
S08E17,monica,Tea gives Phoebe the trots.,8.1
S08E17,rachel,"So I thought Joey and I would be okay once we hung out, but it’s not even like we know how to be with each other anymore.",8.1
S08E17,chandler,"I know it’s tough now, but things will get better.",8.1
S08E17,rachel,"How do you know that? What if it just gets worse and worse and worse, to the point where we can’t even be in the same room with each other?!",8.1
S08E17,chandler,"I’m not great at the advice, can I interest you in a sarcastic comment? Some cheese?",8.1
S08E17,monica,"Honey, what is the Bruce Springsteen CD in the Kat Stevens case?",8.1
S08E17,chandler,Let’s just say if I can’t find the right CD case I just put it in the nearest one.,8.1
S08E17,monica,"Okay, where is the Kat Stevens CD?",8.1
S08E17,chandler,In the James Taylor case.,8.1
S08E17,monica,Where is the James Taylor CD?,8.1
S08E17,chandler,"Honey, I’m gonna save you some time, 200 CDs, not one of them in the right case.",8.1
S08E17,monica,"Okay. No need to panic. Deep breathes everyone. Okay umm uh, we’re just gonna have to spend some time and put the CDs in the right cases.",8.1
S08E17,chandler,"Well, if we’re gonna do that we should come up with some kind of order. Y’know alphabetically or by genre?",8.1
S08E17,monica,"Hmm, I don’t know. We really have to talk this through.",8.1
S08E17,rachel,Oh my God!! You guys have such problems!! I feel so terrible for you!,8.1
S08E17,monica,"Okay, I-I’m sorry. You and Joey, your both focusing on this uncomfortable thing, what you need to do is to change the subject. Next time you see him try to get him talking about something else.",8.1
S08E17,rachel,Oh yeah. That makes sense.,8.1
S08E17,monica,"Yeah, like I don’t know, maybe you have a work problem that you need his advice on.",8.1
S08E17,rachel,"Ooh, I can do that.",8.1
S08E17,monica,"Good.  Uh honey, the Miami Vice soundtrack? Really?",8.1
S08E17,chandler,They were just giving those away at the store  in exchange for money.,8.1
S08E17,joey,Hey!,8.1
S08E17,rachel,Hi.,8.1
S08E17,monica,"Uh I really don’t know what to tell you Rach, I really don’t. I mean, maybe Joey can help you out with your, with your big work problem.",8.1
S08E17,rachel,What?,8.1
S08E17,monica,"Yeah Joey she’s…Rachel’s got this really big work problem, and it is a head scratcher. Wow!",8.1
S08E17,joey,"So you uh, have a…big work problem?",8.1
S08E17,rachel,Yeah it’s umm… Yeah it’s uh… It-it’s y’know—It’s nothing.,8.1
S08E17,joey,"Huh. Okay.  So uh, I think I’m gonna take off.",8.1
S08E17,rachel,Yeah—No wait! Joey no wait it is. It’s something. It’s-it’s umm…it’s my boss.,8.1
S08E17,joey,Yeah?,8.1
S08E17,rachel,"Yeah, and umm my baby.",8.1
S08E17,joey,Yeah?,8.1
S08E17,rachel,My boss wants to buy my baby!,8.1
S08E17,joey,What?! Oh my-oh my God!,8.1
S08E17,rachel,"I know I told you, it’s a really big problem.",8.1
S08E17,joey,What he wants to buy your baby?!,8.1
S08E17,rachel,Can you believe that?!,8.1
S08E17,joey,That’s crazy!,8.1
S08E17,rachel,That’s what I told him!,8.1
S08E17,joey,"Okay, how did this even happen?",8.1
S08E17,rachel,"Well I’ll tell ya!  See uh my-my boss and his wife—They-they can’t have children. So umm, and that—we were at the Christmas party, and he got drunk, and he said to me, \Rachel",8.1
S08E17,joey,Man! When you said it was a problem about your boss and the baby I figured it was something about maternity leave.,8.1
S08E17,rachel,Ohh! Yeah!  Yeah that-that would’ve been a much simpler problem.,8.1
S08E17,phoebe,Oh hello.,8.1
S08E17,phoebe,"Oh Jim, Jim Nelson I’m Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately.",8.1
S08E17,phoebe,"Well, maybe we will.",8.1
S08E17,ross,Mona?,8.1
S08E17,chandler,"Oh my God, honey we are so meant to be together. We both have copies of the Annie soundtrack.",8.1
S08E17,monica,"Honey, both yours.",8.1
S08E17,rachel,Hey! Great advice on that Joey thing!,8.1
S08E17,monica,Yeah? The work problem?,8.1
S08E17,rachel,Oh it was perfect! I mean it really felt like he was my friend again.,8.1
S08E17,chandler,What problem did you tell him you had?,8.1
S08E17,rachel,"Oh that’s not important. The point is, I really—I think everything’s gonna be okay.",8.1
S08E17,joey,Do you think you can just buy my friends baby?!,8.1
S08E17,phoebe,Isn’t it funny how we kept running into each other? It’s as if someone really wants us to be together.,8.1
S08E17,phoebe,"Oh, witty banter. Well done.",8.1
S08E17,phoebe,"Oh okay, well I’m a masseuse, and I used to work at this place…",8.1
S08E17,phoebe,"I-I-I like, I like parties.",8.1
S08E17,phoebe,"Yeah I guess, a little.",8.1
S08E17,phoebe,"So! Umm, anyway I-I lived in New York, someone wildly I guess, for umm—Well since I was fourteen.",8.1
S08E17,phoebe,Oh stop it.,8.1
S08E17,phoebe,"Okay. Umm look, you’re coming on a little strong. But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together. So, why don’t we just start over okay? And you can just tell me about yourself.",8.1
S08E17,phoebe,Okay.,8.1
S08E17,phoebe,What?!,8.1
S08E17,phoebe,Oh my God!,8.1
S08E17,phoebe,Wow! You do?,8.1
S08E17,phoebe,All right.,8.1
S08E17,chandler,…there’ll be sun.,8.1
S08E17,joey,Hey!,8.1
S08E17,rachel,"Hey! Oh Joey, honey listen, thank you for talking to my yesterday about that thing with my boss. That really meant a lot.",8.1
S08E17,joey,"Not a problem. Oh, and just so you know, that guy’s not going to be bothering you about that baby thing anymore.",8.1
S08E17,rachel,What?,8.1
S08E17,joey,Let’s just say I took care of it.,8.1
S08E17,rachel,"Whoa-whoa-whoa, let’s say more!",8.1
S08E17,joey,"Don’t worry! Don’t worry. I just told him, very nicely, \You don’t go buying people’s babies",8.1
S08E17,rachel,What?!,8.1
S08E17,rachel,"No! No, no-no-no Joey he doesn’t want to buy my baby! I made that up!",8.1
S08E17,joey,What?! Why?!,8.1
S08E17,rachel,So that we would have something to talk about! So it wouldn’t be awkward!,8.1
S08E17,joey,And you couldn’t think of anything else?!,8.1
S08E17,monica,You said your boss wants to buy your baby?!,8.1
S08E17,rachel,I can’t believe that you yelled at my boss! I’m-I’m gonna lose my job! What am I going to do?!,8.1
S08E17,chandler,You can always sell your baby.,8.1
S08E17,rachel,"Oh Joey, I can’t believe you brought my boss into this! I’m gonna get fired!",8.1
S08E17,joey,You lied to me!,8.1
S08E17,rachel,"Well, she told me too!",8.1
S08E17,monica,Chandler has two copies of Annie!,8.1
S08E17,ross,Hello!!,8.1
S08E17,ross,Not touching myself if that makes anyone less uncomfortable.,8.1
S08E17,rachel,Morning. You wanted to see me?,8.1
S08E17,rachel,Okay look Mr. Zelner…,8.1
S08E17,rachel,Yeah.,8.1
S08E17,rachel,Oh God.,8.1
S08E17,rachel,"Well, as long as we are clear about that.",8.1
S08E17,phoebe,Oh there it is.,8.1
S08E17,monica,That’s not your regular dry cleaners.,8.1
S08E17,phoebe,"I know, but that creep that I went on that date with goes to there so I have to find a new one. I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store…",8.1
S08E17,monica,What?!,8.1
S08E17,phoebe,A new grocery store. The universe said I was going to meet a nice guy and that’s what they gave me?  When I get up there I’m going to kick some ass.,8.1
S08E17,monica,"Don’t worry Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you.",8.1
S08E17,phoebe,"Yeah, we both can. And we both will.",8.1
S08E17,phoebe,"Oh, you didn’t have to come in with me.",8.1
S08E17,monica,Are you kidding? This is where they get out stains! Okay? This is like Disneyland for me. I’m-I’m gonna be over here watching the dance of the clean shirts.,8.1
S08E17,phoebe,Okay.,8.1
S08E17,phoebe,What?,8.1
S08E17,phoebe,"Oh yeah well, I’m sorry about that too, but what are you going to do?",8.1
S08E17,phoebe,A little.  Now you’re talking.,8.1
S08E17,phoebe,I-I-I’d love to. Let me just tell my friend.,8.1
S08E17,monica,"Ooh, an ink stain! Hey, can I watch how you get this out?",8.1
S08E17,phoebe,She must’ve left.,8.1
S08E17,rachel,Hi.,8.1
S08E17,joey,So? What-what-what happened?,8.1
S08E17,rachel,It’s all gonna be okay. They’re just so happy that I’m not suing them that they gave me one extra month paid maternity leave. So long as I understand that the money should not construed as a down payment on this or any other child I should bear.,8.1
S08E17,chandler,"Wow, Ralph Lauren is really going out of there way to show they’re not in the baby buying business.",8.1
S08E17,rachel,"Chandler, can you give us a minute?",8.1
S08E17,chandler,"Oh I’m sorry, you’re kicking me out of my own living room?",8.1
S08E17,rachel,Yeah.,8.1
S08E17,chandler,I’ll be in there.,8.1
S08E17,rachel,"Joey, I’m really sorry that I lied to you. I was just trying to make things…",8.1
S08E17,joey,I know. I know.,8.1
S08E17,rachel,"It kinda worked. I mean y’know, I don’t know about you buy I haven’t thought about our thing since all this.",8.1
S08E17,joey,"Hey you’re right. Yeah, it’s kinda been like us again a little bit.",8.1
S08E17,rachel,Yeah I know! I miss that.,8.1
S08E17,joey,Me too. I mean I…haven’t thought at all about how I put myself out there and said all that stuff and how you didn’t feel the same way about me and-and how it was really awkward.,8.1
S08E17,rachel,My gynecologist tried to kill me.,8.1
S08E17,ross,NA,8.1
S08E17,ross,You do?,8.1
S08E17,ross,Oh God you’re right.,8.1
S08E17,ross,NA,8.1
S08E18,phoebe,"Oh, Ross, Mon, is it okay if I bring someone to your parent’s anniversary party?",8.2
S08E18,monica,Yeah.,8.2
S08E18,ross,Sure. Yeah.,8.2
S08E18,joey,"So, who’s the guy?",8.2
S08E18,phoebe,"Well, his name is Parker and I met him at the drycleaners.",8.2
S08E18,chandler,"Oooh, did he put a little starch in your bloomers?  Who said that?",8.2
S08E18,phoebe,"Yeah, he’s really great though. He has this incredible zest for life, and he treats me like a queen, except at night when he treats me like the naughty girl I am.",8.2
S08E18,monica,"Oh, by the way. Would it be okay if I gave the toast to mom and dad this year?",8.2
S08E18,ross,"Uh, yeah, you sure you want to after what happened at their 20th?",8.2
S08E18,monica,"Yeah, I’d really like to.",8.2
S08E18,ross,"Okay, hopefully this time mom won’t boo you.",8.2
S08E18,monica,"Yes! Every year Ross makes the toast, and it’s always really moving, and always makes them cry. Well this year I’m going to make them cry.",8.2
S08E18,chandler,And you wonder why Ross is their favorite?,8.2
S08E18,monica,"No! Really! Any time Ross makes a toast everyone cries, and hugs him, and pats him on the back and they all come up to me and say, \God",8.2
S08E18,joey,"Well I can promise you, at least one person will be crying.",8.2
S08E18,monica,Really you can do that?,8.2
S08E18,joey,Are you kidding me? Watch!  Well I can’t do it with you guys watching me!,8.2
S08E18,chandler,What are you doing?,8.2
S08E18,monica,"Oh I’m working on my toast for the party, or as I like to call it. Sob fest 2002. Hey check this out.",8.2
S08E18,chandler,It’s a dog.,8.2
S08E18,monica,It’s a dead dog. That’s Chi-Chi; she died when I was in high school.,8.2
S08E18,chandler,It’s your parents’ anniversary and you’re going to talk about their dead pet?,8.2
S08E18,monica,"The good stuff, huh?",8.2
S08E18,rachel,Hi!,8.2
S08E18,ross,Hey!,8.2
S08E18,joey,Hey!,8.2
S08E18,monica,You got a present for my parents. That’s so sweet.,8.2
S08E18,joey,"Yeah, yeah, in honor of their 35th wedding anniversary, I had a star named after them.",8.2
S08E18,ross,Aww that is so cool.,8.2
S08E18,joey,And I got them a book on Karma Sutra for the elderly.,8.2
S08E18,rachel,"Hey, do you guys have any extra ribbon?",8.2
S08E18,chandler,"Yeah, sure. What do you need? We got lace, satin, sateen, raffia, gingham, felt,  and I think my testacles may be in here too.",8.2
S08E18,ross,"Aww! Chi-Chi! Oh, I loved this dog! Y’know Monica couldn’t get braces because Chi-Chi needed knee surgery.",8.2
S08E18,monica,What?!,8.2
S08E18,ross,You were the 200-pound 11-year-old who rode her!,8.2
S08E18,phoebe,Hey!,8.2
S08E18,phoebe,"Everybody, this is Parker, Parker this is…",8.2
S08E18,chandler,Ha!,8.2
S08E18,ross,"Ah, actually, I’m sorry we-we probably should get going.",8.2
S08E18,rachel,"I, uh, think you already are.",8.2
S08E18,monica,That’s my old dog. He passed away years ago.,8.2
S08E18,monica,It’s out on the island. It’s in Massapequa.,8.2
S08E18,ross,"Well, there is an Arby’s in the shape of a tee-pee.",8.2
S08E18,monica,"Okay, I got my note cards.  Do you got the presents?",8.2
S08E18,chandler,Yeah.,8.2
S08E18,monica,And I’ve got the car keys.,8.2
S08E18,monica,Yeah.,8.2
S08E18,ross,"So uh, he seems like a nice guy.",8.2
S08E18,rachel,"Yeah, yeah I like him a lot.",8.2
S08E18,ross,Ya wanna hang back and take our own cab?,8.2
S08E18,rachel,"Yeah, otherwise I’m not going.",8.2
S08E18,ross,Hi!  Hey mom.,8.2
S08E18,rachel,"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?",8.2
S08E18,ross,"That’s a good question, dad. That’s a good question…",8.2
S08E18,rachel,Hmmm….,8.2
S08E18,rachel,Thank you…we’re so excited,8.2
S08E18,ross,Wha—What?,8.2
S08E18,ross,Dad so what we have to pretend that we’re married?,8.2
S08E18,ross,Can you believe that?,8.2
S08E18,rachel,"Yeah, if you’re going to do the ears, you might as well take a pass at the nosal area.",8.2
S08E18,ross,"No, us having to lie about being married.",8.2
S08E18,rachel,"No, I know I don’t either, but ya know what, it’s their party, and it’s just one night. And we don’t even have to lie; we just won’t say anything. If it comes up again, we’ll just…smile. We’ll nod along.",8.2
S08E18,ross,"Hi Aunt Lisa, Uncle Dan",8.2
S08E18,rachel,Oh…,8.2
S08E18,rachel,Unbelievable!,8.2
S08E18,ross,We love marriage!,8.2
S08E18,ross,Hey,8.2
S08E18,phoebe,Hey!,8.2
S08E18,chandler,I don’t think the flash went off.,8.2
S08E18,phoebe,I’ll go with you,8.2
S08E18,chandler,Somewhere there is someone with a tranquilizer gun and a huge butterfly net looking for that man.,8.2
S08E18,joey,"I have to go to the bathroom too, but I don’t want him complimenting my thing.",8.2
S08E18,ross,I’m so we weren’t in the car! Did he ever let up?,8.2
S08E18,monica,He called the Long Island Expressway a concrete miracle.,8.2
S08E18,ross,NA,8.2
S08E18,phoebe,Were you guys making fun of Parker?,8.2
S08E18,ross,"That depends, how much did you hear?",8.2
S08E18,phoebe,"So, he a little enthusiastic, what’s wrong with that?",8.2
S08E18,monica,"It’s just that, it’s so much.",8.2
